uid,kind,mobId,speciesId,locationId,subzoneId,spaceId,level,blender_x,blender_y,blender_z,runtime_x,runtime_z,actor_radius,runtime_enabled
wv3:L06-B:MOB-13:011,ordinary,MOB-13,v3_river_crab,L06,L06-B,surface,23,420,138,32.978,420,-138,0.46,false
wv3:L06-B:MOB-13:012,ordinary,MOB-13,v3_river_crab,L06,L06-B,surface,23,417,141,32.787,417,-141,0.46,false
wv3:L06-B:MOB-13:013,ordinary,MOB-13,v3_river_crab,L06,L06-B,surface,23,423,141,33.254,423,-141,0.46,false
wv3:L06-B:MOB-13:014,ordinary,MOB-13,v3_river_crab,L06,L06-B,surface,24,420,144,33.05,420,-144,0.46,false
wv3:L06-B:MOB-13:015,ordinary,MOB-13,v3_river_crab,L06,L06-B,surface,24,432,126,32.479,432,-126,0.46,false
wv3:L06-B:MOB-13:016,ordinary,MOB-13,v3_river_crab,L06,L06-B,surface,24,429,126,32.565,429,-126,0.46,false
wv3:L06-B:MOB-13:017,ordinary,MOB-13,v3_river_crab,L06,L06-B,surface,25,432,129,32.813,432,-129,0.46,false
wv3:L06-B:MOB-13:018,ordinary,MOB-13,v3_river_crab,L06,L06-B,surface,25,435,126,32.341,435,-126,0.46,false
wv3:L06-B:MOB-13:019,ordinary,MOB-13,v3_river_crab,L06,L06-B,surface,25,429,129,32.867,429,-129,0.46,false
wv3:L07-A:MOB-16:000,ordinary,MOB-16,bat,L07,L07-A,great_cave,25,-12,-120,-1.719,-12,120,0.46,false
wv3:L07-A:MOB-16:001,ordinary,MOB-16,bat,L07,L07-A,great_cave,25,-9,-120,-1.735,-9,120,0.46,false
wv3:L07-A:MOB-16:002,ordinary,MOB-16,bat,L07,L07-A,great_cave,25,-12,-117,-1.66,-12,117,0.46,false
wv3:L07-A:MOB-16:003,ordinary,MOB-16,bat,L07,L07-A,great_cave,25,-9,-117,-1.667,-9,117,0.46,false
wv3:L07-A:MOB-16:004,ordinary,MOB-16,bat,L07,L07-A,great_cave,25,-15,-117,-1.65,-15,117,0.46,false
wv3:L07-A:MOB-16:005,ordinary,MOB-16,bat,L07,L07-A,great_cave,26,0,-120,-1.737,0,120,0.46,false
wv3:L07-A:MOB-16:006,ordinary,MOB-16,bat,L07,L07-A,great_cave,26,-3,-120,-1.744,-3,120,0.46,false
wv3:L07-A:MOB-16:007,ordinary,MOB-16,bat,L07,L07-A,great_cave,26,3,-120,-1.722,3,120,0.46,false
wv3:L07-A:MOB-16:008,ordinary,MOB-16,bat,L07,L07-A,great_cave,26,0,-117,-1.665,0,117,0.46,false
wv3:L07-A:MOB-16:009,ordinary,MOB-16,bat,L07,L07-A,great_cave,26,-3,-117,-1.67,-3,117,0.46,false
wv3:L07-A:MOB-16:010,ordinary,MOB-16,bat,L07,L07-A,great_cave,27,-45,-159,-2.118,-45,159,0.46,false
wv3:L07-A:MOB-16:011,ordinary,MOB-16,bat,L07,L07-A,great_cave,27,-45,-162,-2.174,-45,162,0.46,false
wv3:L07-A:MOB-16:012,ordinary,MOB-16,bat,L07,L07-A,great_cave,27,-48,-159,-2.124,-48,159,0.46,false
wv3:L07-A:MOB-16:013,ordinary,MOB-16,bat,L07,L07-A,great_cave,27,-48,-156,-2.078,-48,156,0.46,false
wv3:L07-A:MOB-16:014,ordinary,MOB-16,bat,L07,L07-A,great_cave,27,-48,-162,-2.182,-48,162,0.46,false
wv3:L07-A:MOB-16:015,ordinary,MOB-16,bat,L07,L07-A,great_cave,28,-45,-171,-2.39,-45,171,0.46,false
wv3:L07-A:MOB-16:016,ordinary,MOB-16,bat,L07,L07-A,great_cave,28,-45,-168,-2.314,-45,168,0.46,false
wv3:L07-A:MOB-16:017,ordinary,MOB-16,bat,L07,L07-A,great_cave,28,-48,-171,-2.391,-48,171,0.46,false
wv3:L07-A:MOB-16:018,ordinary,MOB-16,bat,L07,L07-A,great_cave,28,-48,-168,-2.32,-48,168,0.46,false
wv3:L07-A:MOB-16:019,ordinary,MOB-16,bat,L07,L07-A,great_cave,28,-48,-174,-2.457,-48,174,0.46,false
wv3:L07-A:MOB-16:020,ordinary,MOB-16,bat,L07,L07-A,great_cave,29,-24,-114,-1.598,-24,114,0.46,false
wv3:L07-A:MOB-16:021,ordinary,MOB-16,bat,L07,L07-A,great_cave,29,-21,-114,-1.597,-21,114,0.46,false
wv3:L07-A:MOB-16:022,ordinary,MOB-16,bat,L07,L07-A,great_cave,29,-24,-111,-1.572,-24,111,0.46,false
wv3:L07-A:MOB-16:023,ordinary,MOB-16,bat,L07,L07-A,great_cave,29,-21,-111,-1.559,-21,111,0.46,false
wv3:L07-A:MOB-16:024,ordinary,MOB-16,bat,L07,L07-A,great_cave,29,-27,-111,-1.583,-27,111,0.46,false
wv3:L07-A:MOB-16:025,ordinary,MOB-16,bat,L07,L07-A,great_cave,30,-54,-150,-2.042,-54,150,0.46,false
wv3:L07-A:MOB-16:026,ordinary,MOB-16,bat,L07,L07-A,great_cave,30,-51,-150,-2.027,-51,150,0.46,false
wv3:L07-A:MOB-16:027,ordinary,MOB-16,bat,L07,L07-A,great_cave,30,-54,-153,-2.076,-54,153,0.46,false
wv3:L07-A:MOB-16:028,ordinary,MOB-16,bat,L07,L07-A,great_cave,30,-54,-147,-2.018,-54,147,0.46,false
wv3:L07-A:MOB-16:029,ordinary,MOB-16,bat,L07,L07-A,great_cave,30,-57,-150,-2.064,-57,150,0.46,false
wv3:L07-A:MOB-16:030,ordinary,MOB-16,bat,L07,L07-A,great_cave,31,-12,-108,-1.451,-12,108,0.46,false
wv3:L07-A:MOB-16:031,ordinary,MOB-16,bat,L07,L07-A,great_cave,31,-12,-111,-1.523,-12,111,0.46,false
wv3:L07-A:MOB-16:032,ordinary,MOB-16,bat,L07,L07-A,great_cave,31,-9,-108,-1.443,-9,108,0.46,false
wv3:L07-A:MOB-16:033,ordinary,MOB-16,bat,L07,L07-A,great_cave,31,-15,-108,-1.467,-15,108,0.46,false
wv3:L07-A:MOB-16:034,ordinary,MOB-16,bat,L07,L07-A,great_cave,31,-12,-105,-1.384,-12,105,0.46,false
wv3:L07-A:MOB-18:000,ordinary,MOB-18,v3_armored_scorpion,L07,L07-A,great_cave,29,39,-168,-2.389,39,168,0.46,false
wv3:L07-A:MOB-18:001,ordinary,MOB-18,v3_armored_scorpion,L07,L07-A,great_cave,29,39,-165,-2.373,39,165,0.46,false
wv3:L07-A:MOB-18:002,ordinary,MOB-18,v3_armored_scorpion,L07,L07-A,great_cave,29,39,-171,-2.398,39,171,0.46,false
wv3:L07-A:MOB-18:003,ordinary,MOB-18,v3_armored_scorpion,L07,L07-A,great_cave,29,42,-168,-2.382,42,168,0.46,false
wv3:L07-A:MOB-18:004,ordinary,MOB-18,v3_armored_scorpion,L07,L07-A,great_cave,30,42,-165,-2.357,42,165,0.46,false
wv3:L07-A:MOB-18:005,ordinary,MOB-18,v3_armored_scorpion,L07,L07-A,great_cave,30,42,-180,-2.435,42,180,0.46,false
wv3:L07-A:MOB-18:006,ordinary,MOB-18,v3_armored_scorpion,L07,L07-A,great_cave,30,42,-177,-2.419,42,177,0.46,false
wv3:L07-A:MOB-18:007,ordinary,MOB-18,v3_armored_scorpion,L07,L07-A,great_cave,30,42,-183,-2.459,42,183,0.46,false
wv3:L07-A:MOB-18:008,ordinary,MOB-18,v3_armored_scorpion,L07,L07-A,great_cave,31,45,-180,-2.45,45,180,0.46,false
wv3:L07-A:MOB-18:009,ordinary,MOB-18,v3_armored_scorpion,L07,L07-A,great_cave,31,45,-177,-2.432,45,177,0.46,false
wv3:L07-A:MOB-18:010,ordinary,MOB-18,v3_armored_scorpion,L07,L07-A,great_cave,31,45,-156,-2.191,45,156,0.46,false
wv3:L07-A:MOB-18:011,ordinary,MOB-18,v3_armored_scorpion,L07,L07-A,great_cave,32,45,-159,-2.244,45,159,0.46,false
wv3:L07-A:MOB-18:012,ordinary,MOB-18,v3_armored_scorpion,L07,L07-A,great_cave,32,45,-153,-2.138,45,153,0.46,false
wv3:L07-A:MOB-18:013,ordinary,MOB-18,v3_armored_scorpion,L07,L07-A,great_cave,32,48,-156,-2.152,48,156,0.46,false
wv3:L07-A:MOB-18:014,ordinary,MOB-18,v3_armored_scorpion,L07,L07-A,great_cave,32,42,-159,-2.28,42,159,0.46,false
wv3:L07-A:MOB-18:015,ordinary,MOB-18,v3_armored_scorpion,L07,L07-A,great_cave,33,3,-204,-2.879,3,204,0.46,false
wv3:L07-A:MOB-18:016,ordinary,MOB-18,v3_armored_scorpion,L07,L07-A,great_cave,33,0,-204,-2.892,0,204,0.46,false
wv3:L07-A:MOB-18:017,ordinary,MOB-18,v3_armored_scorpion,L07,L07-A,great_cave,33,3,-207,-2.942,3,207,0.46,false
wv3:L07-A:MOB-18:018,ordinary,MOB-18,v3_armored_scorpion,L07,L07-A,great_cave,34,6,-207,-2.917,6,207,0.46,false
wv3:L07-A:MOB-18:019,ordinary,MOB-18,v3_armored_scorpion,L07,L07-A,great_cave,34,0,-207,-2.961,0,207,0.46,false
wv3:L07-A:MOB-18:020,ordinary,MOB-18,v3_armored_scorpion,L07,L07-A,great_cave,34,51,-168,-2.343,51,168,0.46,false
wv3:L07-A:MOB-18:021,ordinary,MOB-18,v3_armored_scorpion,L07,L07-A,great_cave,34,48,-168,-2.357,48,168,0.46,false
wv3:L07-A:MOB-18:022,ordinary,MOB-18,v3_armored_scorpion,L07,L07-A,great_cave,35,51,-165,-2.286,51,165,0.46,false
wv3:L07-A:MOB-18:023,ordinary,MOB-18,v3_armored_scorpion,L07,L07-A,great_cave,35,51,-171,-2.393,51,171,0.46,false
wv3:L07-A:MOB-18:024,ordinary,MOB-18,v3_armored_scorpion,L07,L07-A,great_cave,35,54,-168,-2.33,54,168,0.46,false
wv3:L07-B:MOB-23:000,ordinary,MOB-23,v3_fungal_walker,L07,L07-B,great_cave,34,-21,-264,-3.641,-21,264,0.46,false
wv3:L07-B:MOB-23:001,ordinary,MOB-23,v3_fungal_walker,L07,L07-B,great_cave,34,-18,-264,-3.626,-18,264,0.46,false
wv3:L07-B:MOB-23:002,ordinary,MOB-23,v3_fungal_walker,L07,L07-B,great_cave,34,-21,-261,-3.617,-21,261,0.46,false
wv3:L07-B:MOB-23:003,ordinary,MOB-23,v3_fungal_walker,L07,L07-B,great_cave,34,-24,-261,-3.63,-24,261,0.46,false
wv3:L07-B:MOB-23:004,ordinary,MOB-23,v3_fungal_walker,L07,L07-B,great_cave,34,-18,-261,-3.61,-18,261,0.46,false
wv3:L07-B:MOB-23:005,ordinary,MOB-23,v3_fungal_walker,L07,L07-B,great_cave,34,-9,-264,-3.637,-9,264,0.46,false
wv3:L07-B:MOB-23:006,ordinary,MOB-23,v3_fungal_walker,L07,L07-B,great_cave,34,-12,-264,-3.624,-12,264,0.46,false
wv3:L07-B:MOB-23:007,ordinary,MOB-23,v3_fungal_walker,L07,L07-B,great_cave,34,-6,-264,-3.657,-6,264,0.46,false
wv3:L07-B:MOB-23:008,ordinary,MOB-23,v3_fungal_walker,L07,L07-B,great_cave,35,-9,-261,-3.621,-9,261,0.46,false
wv3:L07-B:MOB-23:009,ordinary,MOB-23,v3_fungal_walker,L07,L07-B,great_cave,35,-12,-261,-3.612,-12,261,0.46,false
wv3:L07-B:MOB-23:010,ordinary,MOB-23,v3_fungal_walker,L07,L07-B,great_cave,35,-33,-258,-3.617,-33,258,0.46,false
wv3:L07-B:MOB-23:011,ordinary,MOB-23,v3_fungal_walker,L07,L07-B,great_cave,35,-30,-258,-3.613,-30,258,0.46,false
wv3:L07-B:MOB-23:012,ordinary,MOB-23,v3_fungal_walker,L07,L07-B,great_cave,35,-36,-258,-3.62,-36,258,0.46,false
wv3:L07-B:MOB-23:013,ordinary,MOB-23,v3_fungal_walker,L07,L07-B,great_cave,35,-33,-255,-3.562,-33,255,0.46,false
wv3:L07-B:MOB-23:014,ordinary,MOB-23,v3_fungal_walker,L07,L07-B,great_cave,35,-30,-261,-3.662,-30,261,0.46,false
wv3:L07-B:MOB-23:015,ordinary,MOB-23,v3_fungal_walker,L07,L07-B,great_cave,36,-21,-252,-3.583,-21,252,0.46,false
wv3:L07-B:MOB-23:016,ordinary,MOB-23,v3_fungal_walker,L07,L07-B,great_cave,36,-21,-255,-3.592,-21,255,0.46,false
wv3:L07-B:MOB-23:017,ordinary,MOB-23,v3_fungal_walker,L07,L07-B,great_cave,36,-24,-252,-3.572,-24,252,0.46,false
wv3:L07-B:MOB-23:018,ordinary,MOB-23,v3_fungal_walker,L07,L07-B,great_cave,36,-18,-252,-3.586,-18,252,0.46,false
wv3:L07-B:MOB-23:019,ordinary,MOB-23,v3_fungal_walker,L07,L07-B,great_cave,36,-21,-249,-3.569,-21,249,0.46,false
wv3:L07-B:MOB-23:020,ordinary,MOB-23,v3_fungal_walker,L07,L07-B,great_cave,36,3,-264,-3.736,3,264,0.46,false
wv3:L07-B:MOB-23:021,ordinary,MOB-23,v3_fungal_walker,L07,L07-B,great_cave,36,0,-264,-3.71,0,264,0.46,false
wv3:L07-B:MOB-23:022,ordinary,MOB-23,v3_fungal_walker,L07,L07-B,great_cave,37,3,-261,-3.682,3,261,0.46,false
wv3:L07-B:MOB-23:023,ordinary,MOB-23,v3_fungal_walker,L07,L07-B,great_cave,37,0,-261,-3.667,0,261,0.46,false
wv3:L07-B:MOB-23:024,ordinary,MOB-23,v3_fungal_walker,L07,L07-B,great_cave,37,6,-261,-3.693,6,261,0.46,false
wv3:L07-B:MOB-23:025,ordinary,MOB-23,v3_fungal_walker,L07,L07-B,great_cave,37,-9,-252,-3.554,-9,252,0.46,false
wv3:L07-B:MOB-23:026,ordinary,MOB-23,v3_fungal_walker,L07,L07-B,great_cave,37,-9,-255,-3.583,-9,255,0.46,false
wv3:L07-B:MOB-23:027,ordinary,MOB-23,v3_fungal_walker,L07,L07-B,great_cave,37,-12,-252,-3.571,-12,252,0.46,false
wv3:L07-B:MOB-23:028,ordinary,MOB-23,v3_fungal_walker,L07,L07-B,great_cave,37,-6,-252,-3.535,-6,252,0.46,false
wv3:L07-B:MOB-23:029,ordinary,MOB-23,v3_fungal_walker,L07,L07-B,great_cave,38,-9,-249,-3.517,-9,249,0.46,false
wv3:L07-B:MOB-23:030,ordinary,MOB-23,v3_fungal_walker,L07,L07-B,great_cave,38,-42,-249,-3.407,-42,249,0.46,false
wv3:L07-B:MOB-23:031,ordinary,MOB-23,v3_fungal_walker,L07,L07-B,great_cave,38,-42,-252,-3.472,-42,252,0.46,false
wv3:L07-B:MOB-23:032,ordinary,MOB-23,v3_fungal_walker,L07,L07-B,great_cave,38,-39,-249,-3.423,-39,249,0.46,false
wv3:L07-B:MOB-23:033,ordinary,MOB-23,v3_fungal_walker,L07,L07-B,great_cave,38,-45,-249,-3.401,-45,249,0.46,false
wv3:L07-B:MOB-23:034,ordinary,MOB-23,v3_fungal_walker,L07,L07-B,great_cave,38,-42,-246,-3.353,-42,246,0.46,false
wv3:L07-B:MOB-23:035,ordinary,MOB-23,v3_fungal_walker,L07,L07-B,great_cave,38,-63,-294,-4.19,-63,294,0.46,false
wv3:L07-B:MOB-23:036,ordinary,MOB-23,v3_fungal_walker,L07,L07-B,great_cave,39,-63,-297,-4.24,-63,297,0.46,false
wv3:L07-B:MOB-23:037,ordinary,MOB-23,v3_fungal_walker,L07,L07-B,great_cave,39,-66,-294,-4.168,-66,294,0.46,false
wv3:L07-B:MOB-23:038,ordinary,MOB-23,v3_fungal_walker,L07,L07-B,great_cave,39,-66,-291,-4.116,-66,291,0.46,false
wv3:L07-B:MOB-23:039,ordinary,MOB-23,v3_fungal_walker,L07,L07-B,great_cave,39,-66,-297,-4.211,-66,297,0.46,false
wv3:L07-B:MOB-23:040,ordinary,MOB-23,v3_fungal_walker,L07,L07-B,great_cave,39,-30,-243,-3.451,-30,243,0.46,false
wv3:L07-B:MOB-23:041,ordinary,MOB-23,v3_fungal_walker,L07,L07-B,great_cave,39,-30,-246,-3.48,-30,246,0.46,false
wv3:L07-B:MOB-23:042,ordinary,MOB-23,v3_fungal_walker,L07,L07-B,great_cave,39,-27,-243,-3.483,-27,243,0.46,false
wv3:L07-B:MOB-23:043,ordinary,MOB-23,v3_fungal_walker,L07,L07-B,great_cave,40,-33,-243,-3.413,-33,243,0.46,false
wv3:L07-B:MOB-23:044,ordinary,MOB-23,v3_fungal_walker,L07,L07-B,great_cave,40,-30,-240,-3.416,-30,240,0.46,false
wv3:L07-B:MOB-23:045,ordinary,MOB-23,v3_fungal_walker,L07,L07-B,great_cave,40,3,-312,-4.391,3,312,0.46,false
wv3:L07-B:MOB-23:046,ordinary,MOB-23,v3_fungal_walker,L07,L07-B,great_cave,40,6,-312,-4.386,6,312,0.46,false
wv3:L07-B:MOB-23:047,ordinary,MOB-23,v3_fungal_walker,L07,L07-B,great_cave,40,3,-315,-4.4,3,315,0.46,false
wv3:L07-B:MOB-23:048,ordinary,MOB-23,v3_fungal_walker,L07,L07-B,great_cave,40,6,-309,-4.363,6,309,0.46,false
wv3:L07-B:MOB-23:049,ordinary,MOB-23,v3_fungal_walker,L07,L07-B,great_cave,40,0,-315,-4.4,0,315,0.46,false
wv3:L07-B:MOB-24:000,ordinary,MOB-24,v3_blind_salamander,L07,L07-B,great_cave,35,12,-303,-4.215,12,303,0.46,false
wv3:L07-B:MOB-24:001,ordinary,MOB-24,v3_blind_salamander,L07,L07-B,great_cave,35,12,-306,-4.271,12,306,0.46,false
wv3:L07-B:MOB-24:002,ordinary,MOB-24,v3_blind_salamander,L07,L07-B,great_cave,35,15,-303,-4.182,15,303,0.46,false
wv3:L07-B:MOB-24:003,ordinary,MOB-24,v3_blind_salamander,L07,L07-B,great_cave,35,9,-306,-4.302,9,306,0.46,false
wv3:L07-B:MOB-24:004,ordinary,MOB-24,v3_blind_salamander,L07,L07-B,great_cave,35,15,-306,-4.242,15,306,0.46,false
wv3:L07-B:MOB-24:005,ordinary,MOB-24,v3_blind_salamander,L07,L07-B,great_cave,35,15,-315,-4.412,15,315,0.46,false
wv3:L07-B:MOB-24:006,ordinary,MOB-24,v3_blind_salamander,L07,L07-B,great_cave,35,12,-315,-4.408,12,315,0.46,false
wv3:L07-B:MOB-24:007,ordinary,MOB-24,v3_blind_salamander,L07,L07-B,great_cave,35,15,-312,-4.36,15,312,0.46,false
wv3:L07-B:MOB-24:008,ordinary,MOB-24,v3_blind_salamander,L07,L07-B,great_cave,35,15,-318,-4.456,15,318,0.46,false
wv3:L07-B:MOB-24:009,ordinary,MOB-24,v3_blind_salamander,L07,L07-B,great_cave,35,18,-315,-4.415,18,315,0.46,false
wv3:L07-B:MOB-24:010,ordinary,MOB-24,v3_blind_salamander,L07,L07-B,great_cave,36,-3,-324,-4.462,-3,324,0.46,false
wv3:L07-B:MOB-24:011,ordinary,MOB-24,v3_blind_salamander,L07,L07-B,great_cave,36,-3,-321,-4.432,-3,321,0.46,false
wv3:L07-B:MOB-24:012,ordinary,MOB-24,v3_blind_salamander,L07,L07-B,great_cave,36,0,-324,-4.445,0,324,0.46,false
wv3:L07-B:MOB-24:013,ordinary,MOB-24,v3_blind_salamander,L07,L07-B,great_cave,36,-3,-327,-4.503,-3,327,0.46,false
wv3:L07-B:MOB-24:014,ordinary,MOB-24,v3_blind_salamander,L07,L07-B,great_cave,36,0,-321,-4.421,0,321,0.46,false
wv3:L07-B:MOB-24:015,ordinary,MOB-24,v3_blind_salamander,L07,L07-B,great_cave,36,24,-300,-4.093,24,300,0.46,false
wv3:L07-B:MOB-24:016,ordinary,MOB-24,v3_blind_salamander,L07,L07-B,great_cave,36,21,-300,-4.091,21,300,0.46,false
wv3:L07-B:MOB-24:017,ordinary,MOB-24,v3_blind_salamander,L07,L07-B,great_cave,36,24,-303,-4.139,24,303,0.46,false
wv3:L07-B:MOB-24:018,ordinary,MOB-24,v3_blind_salamander,L07,L07-B,great_cave,36,27,-300,-4.109,27,300,0.46,false
wv3:L07-B:MOB-24:019,ordinary,MOB-24,v3_blind_salamander,L07,L07-B,great_cave,36,21,-303,-4.141,21,303,0.46,false
wv3:L07-B:MOB-24:020,ordinary,MOB-24,v3_blind_salamander,L07,L07-B,great_cave,37,9,-327,-4.49,9,327,0.46,false
wv3:L07-B:MOB-24:021,ordinary,MOB-24,v3_blind_salamander,L07,L07-B,great_cave,37,9,-324,-4.464,9,324,0.46,false
wv3:L07-B:MOB-24:022,ordinary,MOB-24,v3_blind_salamander,L07,L07-B,great_cave,37,6,-327,-4.473,6,327,0.46,false
wv3:L07-B:MOB-24:023,ordinary,MOB-24,v3_blind_salamander,L07,L07-B,great_cave,37,12,-327,-4.518,12,327,0.46,false
wv3:L07-B:MOB-24:024,ordinary,MOB-24,v3_blind_salamander,L07,L07-B,great_cave,37,9,-330,-4.526,9,330,0.46,false
wv3:L07-B:MOB-24:025,ordinary,MOB-24,v3_blind_salamander,L07,L07-B,great_cave,37,27,-312,-4.343,27,312,0.46,false
wv3:L07-B:MOB-24:026,ordinary,MOB-24,v3_blind_salamander,L07,L07-B,great_cave,37,24,-312,-4.343,24,312,0.46,false
wv3:L07-B:MOB-24:027,ordinary,MOB-24,v3_blind_salamander,L07,L07-B,great_cave,37,27,-309,-4.269,27,309,0.46,false
wv3:L07-B:MOB-24:028,ordinary,MOB-24,v3_blind_salamander,L07,L07-B,great_cave,37,27,-315,-4.42,27,315,0.46,false
wv3:L07-B:MOB-24:029,ordinary,MOB-24,v3_blind_salamander,L07,L07-B,great_cave,37,30,-312,-4.346,30,312,0.46,false
wv3:L07-B:MOB-24:030,ordinary,MOB-24,v3_blind_salamander,L07,L07-B,great_cave,38,-3,-336,-4.672,-3,336,0.46,false
wv3:L07-B:MOB-24:031,ordinary,MOB-24,v3_blind_salamander,L07,L07-B,great_cave,38,-3,-333,-4.611,-3,333,0.46,false
wv3:L07-B:MOB-24:032,ordinary,MOB-24,v3_blind_salamander,L07,L07-B,great_cave,38,0,-336,-4.651,0,336,0.46,false
wv3:L07-B:MOB-24:033,ordinary,MOB-24,v3_blind_salamander,L07,L07-B,great_cave,38,-3,-339,-4.731,-3,339,0.46,false
wv3:L07-B:MOB-24:034,ordinary,MOB-24,v3_blind_salamander,L07,L07-B,great_cave,38,0,-333,-4.586,0,333,0.46,false
wv3:L07-B:MOB-24:035,ordinary,MOB-24,v3_blind_salamander,L07,L07-B,great_cave,38,24,-324,-4.616,24,324,0.46,false
wv3:L07-B:MOB-24:036,ordinary,MOB-24,v3_blind_salamander,L07,L07-B,great_cave,38,21,-324,-4.591,21,324,0.46,false
wv3:L07-B:MOB-24:037,ordinary,MOB-24,v3_blind_salamander,L07,L07-B,great_cave,38,24,-321,-4.56,24,321,0.46,false
wv3:L07-B:MOB-24:038,ordinary,MOB-24,v3_blind_salamander,L07,L07-B,great_cave,38,24,-327,-4.66,24,327,0.46,false
wv3:L07-B:MOB-24:039,ordinary,MOB-24,v3_blind_salamander,L07,L07-B,great_cave,38,21,-321,-4.543,21,321,0.46,false
wv3:L07-B:MOB-24:040,ordinary,MOB-24,v3_blind_salamander,L07,L07-B,great_cave,39,36,-297,-4.18,36,297,0.46,false
wv3:L07-B:MOB-24:041,ordinary,MOB-24,v3_blind_salamander,L07,L07-B,great_cave,39,33,-297,-4.142,33,297,0.46,false
wv3:L07-B:MOB-24:042,ordinary,MOB-24,v3_blind_salamander,L07,L07-B,great_cave,39,36,-300,-4.211,36,300,0.46,false
wv3:L07-B:MOB-24:043,ordinary,MOB-24,v3_blind_salamander,L07,L07-B,great_cave,39,39,-297,-4.214,39,297,0.46,false
wv3:L07-B:MOB-24:044,ordinary,MOB-24,v3_blind_salamander,L07,L07-B,great_cave,39,33,-300,-4.172,33,300,0.46,false
wv3:L07-B:MOB-24:045,ordinary,MOB-24,v3_blind_salamander,L07,L07-B,great_cave,39,9,-339,-4.703,9,339,0.46,false
wv3:L07-B:MOB-24:046,ordinary,MOB-24,v3_blind_salamander,L07,L07-B,great_cave,39,9,-336,-4.634,9,336,0.46,false
wv3:L07-B:MOB-24:047,ordinary,MOB-24,v3_blind_salamander,L07,L07-B,great_cave,39,6,-339,-4.703,6,339,0.46,false
wv3:L07-B:MOB-24:048,ordinary,MOB-24,v3_blind_salamander,L07,L07-B,great_cave,39,12,-339,-4.709,12,339,0.46,false
wv3:L07-B:MOB-24:049,ordinary,MOB-24,v3_blind_salamander,L07,L07-B,great_cave,39,9,-342,-4.779,9,342,0.46,false
wv3:L08-A:MOB-28:000,ordinary,MOB-28,v3_gargoyle,L08,L08-A,surface,45,516,108,31.46,516,-108,0.46,false
wv3:L08-A:MOB-28:001,ordinary,MOB-28,v3_gargoyle,L08,L08-A,surface,45,513,108,31.43,513,-108,0.46,false
wv3:L08-A:MOB-28:002,ordinary,MOB-28,v3_gargoyle,L08,L08-A,surface,45,516,105,31.571,516,-105,0.46,false
wv3:L08-A:MOB-28:003,ordinary,MOB-28,v3_gargoyle,L08,L08-A,surface,46,516,111,31.326,516,-111,0.46,false
wv3:L08-A:MOB-28:004,ordinary,MOB-28,v3_gargoyle,L08,L08-A,surface,46,519,108,31.452,519,-108,0.46,false
wv3:L08-A:MOB-28:005,ordinary,MOB-28,v3_gargoyle,L08,L08-A,surface,46,504,93,31.047,504,-93,0.46,false
wv3:L08-A:MOB-28:006,ordinary,MOB-28,v3_gargoyle,L08,L08-A,surface,47,504,96,31.127,504,-96,0.46,false
wv3:L08-A:MOB-28:007,ordinary,MOB-28,v3_gargoyle,L08,L08-A,surface,47,507,93,31.281,507,-93,0.46,false
wv3:L08-A:MOB-28:008,ordinary,MOB-28,v3_gargoyle,L08,L08-A,surface,47,504,90,30.96,504,-90,0.46,false
wv3:L08-A:MOB-28:009,ordinary,MOB-28,v3_gargoyle,L08,L08-A,surface,48,507,96,31.331,507,-96,0.46,false
wv3:L08-A:MOB-28:010,ordinary,MOB-28,v3_gargoyle,L08,L08-A,surface,48,528,93,31.033,528,-93,0.46,false
wv3:L08-A:MOB-28:011,ordinary,MOB-28,v3_gargoyle,L08,L08-A,surface,48,528,96,31.096,528,-96,0.46,false
wv3:L08-A:MOB-28:012,ordinary,MOB-28,v3_gargoyle,L08,L08-A,surface,49,525,93,31.362,525,-93,0.46,false
wv3:L08-A:MOB-28:013,ordinary,MOB-28,v3_gargoyle,L08,L08-A,surface,49,531,93,30.603,531,-93,0.46,false
wv3:L08-A:MOB-28:014,ordinary,MOB-28,v3_gargoyle,L08,L08-A,surface,49,528,90,30.942,528,-90,0.46,false
wv3:L08-A:MOB-28:015,ordinary,MOB-28,v3_gargoyle,L08,L08-A,surface,50,528,123,30.518,528,-123,0.46,false
wv3:L08-A:MOB-28:016,ordinary,MOB-28,v3_gargoyle,L08,L08-A,surface,50,528,120,30.636,528,-120,0.46,false
wv3:L08-A:MOB-28:017,ordinary,MOB-28,v3_gargoyle,L08,L08-A,surface,50,525,123,30.581,525,-123,0.46,false
wv3:L08-A:MOB-28:018,ordinary,MOB-28,v3_gargoyle,L08,L08-A,surface,51,531,123,30.416,531,-123,0.46,false
wv3:L08-A:MOB-28:019,ordinary,MOB-28,v3_gargoyle,L08,L08-A,surface,51,528,126,30.404,528,-126,0.46,false
wv3:L08-A:MOB-30:000,ordinary,MOB-30,cultist,L08,L08-A,surface,48,570,75,26.648,570,-75,0.46,false
wv3:L08-A:MOB-30:001,ordinary,MOB-30,cultist,L08,L08-A,surface,48,567,75,27.05,567,-75,0.46,false
wv3:L08-A:MOB-30:002,ordinary,MOB-30,cultist,L08,L08-A,surface,48,570,78,26.36,570,-78,0.46,false
wv3:L08-A:MOB-30:003,ordinary,MOB-30,cultist,L08,L08-A,surface,48,570,72,26.928,570,-72,0.46,false
